,id,name,preview_url,artist,duration,popularity,release_date,valence,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo
7447,76UCduqcA40DkD89iCKWrG,Crush,https://p.scdn.co/mp3-preview/5c7dc14ef55eb8e3bb28feeb8b144ed0f21e4d5e?cid=02b0e243b26741fa8d571a7f61aa4518,5LWkv2hDbDwZL3zNwZYNPx,196179.0,49.0,2018-10-11,0.533,0.751,0.78,9,-3.37,1,0.0495,0.0236,0.0,0.154,123.965
7448,7BxJz17EyAHjZlHEEqrtm6,Eighth Wonder,https://p.scdn.co/mp3-preview/fd5e01809b2033688b38fabd52d8f2817c9c89b1?cid=02b0e243b26741fa8d571a7f61aa4518,4llAOeA6kEF4ytaB2fsmcW,282126.0,61.0,2016-02-29,0.64,0.488,0.68,2,-8.143,0,0.0328,0.00329,0.398,0.144,139.984
7449,5oiZiF3fBLHqgTDaH0Pj7M,Under My Skin,https://p.scdn.co/mp3-preview/7f60adf60ef42792500229fc703867c00cc5b847?cid=02b0e243b26741fa8d571a7f61aa4518,0L8jXe7QeS9oYUoXbANmX4,199586.0,62.0,2008-04-22,0.792,0.633,0.632,7,-9.55,1,0.0643,0.588,0.0,0.0499,150.024
7450,1iQEJgZIeIjLr35PVxYcJF,Stuff Is Way,https://p.scdn.co/mp3-preview/9aecacc44219471749a37ab30572bd6049356769?cid=02b0e243b26741fa8d571a7f61aa4518,6zB02lwP6L6ZH32nggQiJT,97373.0,56.0,2013-03-05,0.501,0.872,0.339,0,-10.495,1,0.0388,0.578,0.0344,0.158,104.048
7451,1iQEJgZIeIjLr35PVxYcJF,Stuff Is Way,https://p.scdn.co/mp3-preview/9aecacc44219471749a37ab30572bd6049356769?cid=02b0e243b26741fa8d571a7f61aa4518,6zB02lwP6L6ZH32nggQiJT,97373.0,56.0,2013-03-05,0.501,0.872,0.339,0,-10.495,1,0.0388,0.578,0.0344,0.158,104.048
7452,2aDk1KkyB7ieSwwEDXCHJg,The Mind Electric,https://p.scdn.co/mp3-preview/a6343e6a0fc4d54c32439cf9acc8dd599bcf07d4?cid=02b0e243b26741fa8d571a7f61aa4518,2FRXiAz5Uz78LLLSwEUhLt,373359.0,58.0,2012,0.575,0.227,0.431,7,-9.527,0,0.0432,0.666,0.0239,0.126,76.986
7453,6bfPo8Ge3VoD4dEGSDs0R9,Brave as a Noun,https://p.scdn.co/mp3-preview/dfe7b7da833b89a8122d6e4814edbf218bee107f?cid=02b0e243b26741fa8d571a7f61aa4518,4IDpDJIDfK96HMLD4Tphyl,74960.0,60.0,2007-09-11,0.933,0.492,0.611,0,-6.438,1,0.102,0.193,0.0,0.691,182.529
7454,6bfPo8Ge3VoD4dEGSDs0R9,Brave as a Noun,https://p.scdn.co/mp3-preview/dfe7b7da833b89a8122d6e4814edbf218bee107f?cid=02b0e243b26741fa8d571a7f61aa4518,4IDpDJIDfK96HMLD4Tphyl,74960.0,60.0,2007-09-11,0.933,0.492,0.611,0,-6.438,1,0.102,0.193,0.0,0.691,182.529
7455,3vFZheR74pxUkzxqhXTZ2X,Ruler of Everything,https://p.scdn.co/mp3-preview/fa66e9fc208f88cb89ac3f7eb9de3e471ca7b4ac?cid=02b0e243b26741fa8d571a7f61aa4518,7lqaPghwYv2mE9baz5XQmL,222106.0,64.0,2005-10-24,0.343,0.58,0.791,11,-7.604,0,0.324,0.196,0.00326,0.0793,83.323
7456,40gk32E7YaTFoQwDIWv2SY,Christmas Kids,https://p.scdn.co/mp3-preview/d39234b2289cae49a9d5fd4a26618dc4dfa00a34?cid=02b0e243b26741fa8d571a7f61aa4518,7dIpKWlEeAljA20vFJ82RD,135693.0,63.0,2010-03-14,0.558,0.425,0.754,2,-6.028,1,0.0367,0.0104,0.112,0.438,152.092
7457,0OcW6k1AZqlALuYZEo2wZQ,Dirty Night Clowns,https://p.scdn.co/mp3-preview/04bd473f1ada5467d6881320877e6ae2bc3b6d85?cid=02b0e243b26741fa8d571a7f61aa4518,6N6oxcjNigJQq0RWeC49Rg,185226.0,51.0,2009,0.665,0.807,0.415,5,-6.931,1,0.0378,0.669,0.0123,0.0611,94.472
7458,4Zfiia10nj9oj6qVqNc63Q,Angel Eyes and Basketball,https://p.scdn.co/mp3-preview/6c1dcb58716023752f66d1e5cc7539300f3c7380?cid=02b0e243b26741fa8d571a7f61aa4518,4atG4dpAmj30iXyKHeEPVY,107389.0,52.0,2008-01-01,0.772,0.537,0.646,5,-12.909,1,0.034,0.587,0.0,0.064,170.012
7459,6mi1qJnxW164dbHszk32z5,Honey I'm Home,https://p.scdn.co/mp3-preview/66c8f655dfae98efe474aff4c1911fc98a306719?cid=02b0e243b26741fa8d571a7f61aa4518,3Avni6DLpoxtanND8mG5t8,213085.0,60.0,2019-08-18,0.599,0.515,0.847,5,-7.107,1,0.0416,0.216,4.6e-06,0.696,120.046
7460,6mi1qJnxW164dbHszk32z5,Honey I'm Home,https://p.scdn.co/mp3-preview/66c8f655dfae98efe474aff4c1911fc98a306719?cid=02b0e243b26741fa8d571a7f61aa4518,3Avni6DLpoxtanND8mG5t8,213085.0,60.0,2019-08-18,0.599,0.515,0.847,5,-7.107,1,0.0416,0.216,4.6e-06,0.696,120.046
7461,7JTGwb6ug0z15F5roNLE0s,Two Time,https://p.scdn.co/mp3-preview/33f602ef41486a040d373f796779d9d9d18ec8e2?cid=02b0e243b26741fa8d571a7f61aa4518,1yNIb413Bmfs2ZBVuPp9kC,139850.0,65.0,2018-06-04,0.688,0.832,0.346,0,-9.64,1,0.036,0.112,1.29e-05,0.0945,98.512
7462,0wZUJxxybEiafs0BIg9SAP,My Time,https://p.scdn.co/mp3-preview/8cd11faed30158795558e6d297cc33a4bd2e3392?cid=02b0e243b26741fa8d571a7f61aa4518,1EotkJocwHvhFOAsoOj1jJ,313968.0,64.0,2013-09-06,0.0677,0.445,0.361,5,-7.503,1,0.0941,0.608,0.0,0.112,119.797
7463,6ibbHAoBrdqJxo345QGumd,A Mask of My Own Face,https://p.scdn.co/mp3-preview/818bc92b346a79dc3250ff3cbfaf69159ba68cd7?cid=02b0e243b26741fa8d571a7f61aa4518,4llAOeA6kEF4ytaB2fsmcW,210814.0,56.0,2014-11-02,0.972,0.811,0.315,0,-11.55,1,0.0438,0.0439,0.0,0.126,100.024
7464,6ibbHAoBrdqJxo345QGumd,A Mask of My Own Face,https://p.scdn.co/mp3-preview/818bc92b346a79dc3250ff3cbfaf69159ba68cd7?cid=02b0e243b26741fa8d571a7f61aa4518,4llAOeA6kEF4ytaB2fsmcW,210814.0,56.0,2014-11-02,0.972,0.811,0.315,0,-11.55,1,0.0438,0.0439,0.0,0.126,100.024
7465,6ibbHAoBrdqJxo345QGumd,A Mask of My Own Face,https://p.scdn.co/mp3-preview/818bc92b346a79dc3250ff3cbfaf69159ba68cd7?cid=02b0e243b26741fa8d571a7f61aa4518,4llAOeA6kEF4ytaB2fsmcW,210814.0,56.0,2014-11-02,0.972,0.811,0.315,0,-11.55,1,0.0438,0.0439,0.0,0.126,100.024
7466,7u63zva845rv8tRFi9FG8a,I Love You Like An Alcoholic,https://p.scdn.co/mp3-preview/2eeda2c7a341b2f01e3f61796116ec645260ab2d?cid=02b0e243b26741fa8d571a7f61aa4518,1QNEVFk8MjculKl5977kfy,215933.0,67.0,2012-06-19,0.207,0.61,0.424,4,-6.489,0,0.0311,0.384,0.000148,0.11,108.416
7467,5yhQS5ce3WebABcdngULA8,Dead Weight,https://p.scdn.co/mp3-preview/b62a75abd8d3c1f97d04ad1e48b5cabcd69be168?cid=02b0e243b26741fa8d571a7f61aa4518,1vVHevk2PD45epYnDi9CCc,186105.0,62.0,2018-04-14,0.601,0.643,0.492,4,-9.314,0,0.0387,0.181,0.033,0.798,107.954
7468,57gfWnvoMmnXBdghubxWrg,Brutus,https://p.scdn.co/mp3-preview/4678ee2322eea14e90ca525d7a4a704810dcf073?cid=02b0e243b26741fa8d571a7f61aa4518,61pcWUzNqpHNWc21SuHP1J,233142.0,57.0,2016-03-15,0.394,0.726,0.548,11,-10.983,0,0.262,0.00145,0.0501,0.158,140.038
7469,70uQzsAyJ1vmloywhrO0ss,Beachboy,https://p.scdn.co/mp3-preview/4336eef90d1ed561991eac5a10cd5f173cfd19b1?cid=02b0e243b26741fa8d571a7f61aa4518,7s3OoIocX1gTOnEvCg2VV8,199341.0,64.0,2014-01-01,0.75,0.431,0.962,4,-7.216,1,0.182,0.0413,0.000211,0.124,179.683
7470,7Dgt0TvvmEnKMRBoU8GF3C,Terrible Things,,7oHJbmt1VAj16Tm6nJpSqr,233066.0,58.0,2013-01-01,0.383,0.512,0.915,7,-4.855,1,0.134,0.126,6.75e-05,0.375,150.038
7471,4VoSYq3aTp57jgrdNswzrd,Necromancin Dancin,https://p.scdn.co/mp3-preview/0c58013845e33f9a4002beba5270dffcf3f31f27?cid=02b0e243b26741fa8d571a7f61aa4518,1N1JZ3SRv6PSzAsOEW2aZp,227741.0,59.0,2016-02-18,0.806,0.56,0.885,4,-5.497,0,0.0867,0.000469,0.0,0.119,154.006
7472,5R4OMPuKD1yshMdbk8ibnS,Blah Blah Blah,https://p.scdn.co/mp3-preview/f5875368f3ace3ad96823f243d56d293d6dad459?cid=02b0e243b26741fa8d571a7f61aa4518,48VgYEfRllDfyLl4BEMVSF,230950.0,54.0,2020-07-24,0.38,0.416,0.704,4,-6.84,1,0.0343,0.0107,0.0571,0.172,89.946
7473,5R4OMPuKD1yshMdbk8ibnS,Blah Blah Blah,https://p.scdn.co/mp3-preview/f5875368f3ace3ad96823f243d56d293d6dad459?cid=02b0e243b26741fa8d571a7f61aa4518,48VgYEfRllDfyLl4BEMVSF,230950.0,54.0,2020-07-24,0.38,0.416,0.704,4,-6.84,1,0.0343,0.0107,0.0571,0.172,89.946
7474,43FkY9svV70r8PmBL7ypUh,An Unhealthy Obsession,https://p.scdn.co/mp3-preview/891eba3953c46205168dca97ebd6f700dbc9ae39?cid=02b0e243b26741fa8d571a7f61aa4518,4rChEc17dTzO2ep7yajKfy,178350.0,60.0,2017-12-13,0.855,0.761,0.529,1,-9.46,0,0.0367,0.175,0.0,0.0776,95.004
7475,6bWP2PGRjyRjbHTdnMRDk9,I'm Gonna Win,https://p.scdn.co/mp3-preview/56239443222a6a74d13ebb941046b42bbec34c53?cid=02b0e243b26741fa8d571a7f61aa4518,1NtYiv70buGwaMspHuD49I,158360.0,54.0,2014-04-14,0.907,0.606,0.622,9,-7.751,0,0.0359,0.125,1.1e-06,0.0798,87.635
7476,2cls4groLeYT1zmlXN1pO2,This Is Love,https://p.scdn.co/mp3-preview/7eac826fc1dc1a7b257e1bda7c22e35446364332?cid=02b0e243b26741fa8d571a7f61aa4518,2Oboq4Pq88TcC9eUn2HSW9,163453.0,60.0,2016-03-11,0.636,0.621,0.727,4,-5.529,1,0.0943,0.126,0.0,0.204,112.067
7477,2cls4groLeYT1zmlXN1pO2,This Is Love,https://p.scdn.co/mp3-preview/7eac826fc1dc1a7b257e1bda7c22e35446364332?cid=02b0e243b26741fa8d571a7f61aa4518,2Oboq4Pq88TcC9eUn2HSW9,163453.0,60.0,2016-03-11,0.636,0.621,0.727,4,-5.529,1,0.0943,0.126,0.0,0.204,112.067
7478,0HsOPviUHT6VVZWhjkAoZm,The Dismemberment Song,https://p.scdn.co/mp3-preview/f97ccd8a4e443df299974f2cfa940085c197bd5e?cid=02b0e243b26741fa8d571a7f61aa4518,6CcuV6ZeqjmIzO5IG0PwPN,276648.0,50.0,2012-11-20,0.576,0.535,0.715,1,-3.611,0,0.201,0.883,0.0,0.0693,107.443
7479,4vLBnQtece15fFhqWxZvJP,Your New Boyfriend,https://p.scdn.co/mp3-preview/614aab062704d452d1d5a0ef1571827eff92bdb8?cid=02b0e243b26741fa8d571a7f61aa4518,2XzXLjXRSeFtsic4ieyLJy,239667.0,69.0,2020-12-11,0.74,0.546,0.453,7,-13.04,1,0.121,0.382,3.9e-05,0.106,104.532
7480,2MKIadkPrRqaivpyn6cnI0,Monster,https://p.scdn.co/mp3-preview/d71114b7226b9552a685db3cab459bb12db9af58?cid=02b0e243b26741fa8d571a7f61aa4518,21TinSsF5ytwsfdyz5VSVS,245847.0,57.0,2019-01-18,0.944,0.831,0.606,9,-7.694,1,0.107,0.694,0.000109,0.0635,100.013
7481,3gYGURA3OEFy20ahTaTixi,Mamma Mia,https://p.scdn.co/mp3-preview/9a10c5497698e73f8316a6ef8ba2386908f6615c?cid=02b0e243b26741fa8d571a7f61aa4518,05bnFEwruBiBgJH8uW4vo6,209560.0,53.0,2018-09-09,0.92,0.766,0.499,9,-8.731,1,0.0341,0.0103,2.22e-06,0.116,129.976
7482,4pY1okPrJvIPBQM0t4i28v,Bruno is Orange,https://p.scdn.co/mp3-preview/8e8b7742da9b63a03560aaec7ce4d9b5e2c8fc61?cid=02b0e243b26741fa8d571a7f61aa4518,7hDLm8O99kRfpY3DjFHQAP,202246.0,54.0,2020-09-04,0.417,0.549,0.401,2,-9.841,1,0.439,0.686,0.000121,0.364,160.994
7483,2Q1s11otlyEtj80OgsqDFz,Internet Ruined Me,https://p.scdn.co/mp3-preview/fd526a4f7f6bfdd02521069a10284e3141790a82?cid=02b0e243b26741fa8d571a7f61aa4518,2XzXLjXRSeFtsic4ieyLJy,255600.0,63.0,2020-05-25,0.568,0.726,0.371,9,-14.008,1,0.0623,0.724,0.00299,0.132,160.24
7484,48JJE3CDWQJd0GihDa0f5f,Joyfulthought,https://p.scdn.co/mp3-preview/8e693a948b51eae28f9cf9a23b84d2233e59cb10?cid=02b0e243b26741fa8d571a7f61aa4518,731QcUEF0fhLAl6i09LhtR,162371.0,41.0,2014-01-14,0.925,0.628,0.873,3,-7.654,1,0.0409,0.148,1.47e-05,0.0941,146.012
7485,48JJE3CDWQJd0GihDa0f5f,Joyfulthought,https://p.scdn.co/mp3-preview/8e693a948b51eae28f9cf9a23b84d2233e59cb10?cid=02b0e243b26741fa8d571a7f61aa4518,731QcUEF0fhLAl6i09LhtR,162371.0,41.0,2014-01-14,0.925,0.628,0.873,3,-7.654,1,0.0409,0.148,1.47e-05,0.0941,146.012
7486,48JJE3CDWQJd0GihDa0f5f,Joyfulthought,https://p.scdn.co/mp3-preview/8e693a948b51eae28f9cf9a23b84d2233e59cb10?cid=02b0e243b26741fa8d571a7f61aa4518,731QcUEF0fhLAl6i09LhtR,162371.0,41.0,2014-01-14,0.925,0.628,0.873,3,-7.654,1,0.0409,0.148,1.47e-05,0.0941,146.012
7487,07tFEV8OxbLTb4lquR3xUo,Nightmare Parade,https://p.scdn.co/mp3-preview/eb9f40e1abd224eee22817c19b480f4c80a1d284?cid=02b0e243b26741fa8d571a7f61aa4518,3wvCMqwyJachksGLF0kjMJ,264306.0,51.0,2015-01-14,0.924,0.801,0.931,7,-4.882,0,0.056,0.435,0.000412,0.248,125.023
7488,5erGUceK8ieHWtTXdnGP65,Dirty Imbecile,,73rPcaYEhBd0UuVZBqqyQJ,239612.0,34.0,2016-08-27,0.39,0.834,0.531,3,-10.45,1,0.16,0.48,0.0,0.0957,99.999
7489,7wjmdC4OL3l1nh9zQwCpv8,Curses,https://p.scdn.co/mp3-preview/63ee1d221b5c6308cc83bbd6be856e5846efc0f9?cid=02b0e243b26741fa8d571a7f61aa4518,5U6leWxYKsuTkd4kXcF1a6,228853.0,62.0,2016-04-02,0.581,0.363,0.716,11,-6.823,0,0.111,0.482,5.06e-06,0.0189,190.965
7490,4vsoWZcvtvSsE0OiVvDDvX,Harness Your Hopes - B-side,https://p.scdn.co/mp3-preview/5ded08e7c382e59ec9a282ede7a7be98743a084c?cid=02b0e243b26741fa8d571a7f61aa4518,3inCNiUr4R6XQ3W43s9Aqi,206946.0,68.0,2008-12-09,0.581,0.604,0.573,2,-7.804,1,0.037,0.289,0.0406,0.133,107.862
7491,3k1xI9HUi76EEhKkWxYtbe,I DONT TRUST U ANYMORE,https://p.scdn.co/mp3-preview/028adf627e30da762852729b04bf9798af9f3958?cid=02b0e243b26741fa8d571a7f61aa4518,3xPCFC8f7U3raEXOXQ3MrE,151562.0,46.0,2017-12-31,0.453,0.773,0.41,4,-8.545,1,0.0418,0.291,0.0,0.38,111.916
7492,1Tdcb66Gwr5sczO5CJhmPc,Poor Grammar,https://p.scdn.co/mp3-preview/fa1f69337e2725e2c3efeb1e37aa8b684cb2bf60?cid=02b0e243b26741fa8d571a7f61aa4518,7dIpKWlEeAljA20vFJ82RD,156906.0,54.0,2012-02-28,0.49,0.469,0.64,2,-6.3,0,0.0354,0.612,0.00133,0.133,171.905
7493,1Tdcb66Gwr5sczO5CJhmPc,Poor Grammar,https://p.scdn.co/mp3-preview/fa1f69337e2725e2c3efeb1e37aa8b684cb2bf60?cid=02b0e243b26741fa8d571a7f61aa4518,7dIpKWlEeAljA20vFJ82RD,156906.0,54.0,2012-02-28,0.49,0.469,0.64,2,-6.3,0,0.0354,0.612,0.00133,0.133,171.905
7494,5CeGxDD8tuWKH6LAkfSesv,Circus,https://p.scdn.co/mp3-preview/7eb20acb5ef963c8300c683f4a903939da5639fb?cid=02b0e243b26741fa8d571a7f61aa4518,0LyfQWJT6nXafLPZqxe9Of,265640.0,43.0,2013-04-19,0.433,0.384,0.521,11,-8.696,0,0.152,0.607,0.0,0.126,179.145
7495,52liHauPJajkRFLUWepFpj,'Cause I'm a Liar (Kokichi Oma fan song),https://p.scdn.co/mp3-preview/8c3fabaf6976adca48d7dc5359fe2c373b5c0dae?cid=02b0e243b26741fa8d571a7f61aa4518,07OGOPi4udEwdD6TcGSxdj,283899.0,56.0,2018-02-25,0.52,0.561,0.359,0,-16.379,1,0.0675,0.163,0.0,0.539,170.032
7496,2VgQLPaAPaJRIXeL0FIW2q,The Fall,https://p.scdn.co/mp3-preview/6349d5ee12e37fdc89aded9e01b783586c088b7e?cid=02b0e243b26741fa8d571a7f61aa4518,7sOR7gk6XUlGnxj3p9F54k,186945.0,62.0,2017-04-24,0.549,0.656,0.741,0,-6.135,1,0.0505,0.0307,0.000147,0.0709,82.988
7497,4bZi0vF5fPvB2g8JiWDARW,Evelyn Evelyn,https://p.scdn.co/mp3-preview/2f4a563d066b2312bc28b2c01b24807016eb391a?cid=02b0e243b26741fa8d571a7f61aa4518,2lbkouJ8JyhOM2Napjr4A4,276173.0,56.0,2010-03-30,0.149,0.321,0.231,7,-12.29,0,0.0376,0.821,3.78e-05,0.101,179.711
7498,4bZi0vF5fPvB2g8JiWDARW,Evelyn Evelyn,https://p.scdn.co/mp3-preview/2f4a563d066b2312bc28b2c01b24807016eb391a?cid=02b0e243b26741fa8d571a7f61aa4518,2lbkouJ8JyhOM2Napjr4A4,276173.0,56.0,2010-03-30,0.149,0.321,0.231,7,-12.29,0,0.0376,0.821,3.78e-05,0.101,179.711
7499,3kdSHY9ZQIjyg4Q68YG4Qz,No One Lives Forever,,5LXEAEGrpKQtpyCu2sZuWu,254773.0,53.0,1985-01-01,0.748,0.588,0.9,11,-11.651,0,0.049,0.0948,0.0404,0.127,142.094
7500,7zyqJJ0QwajaHaPLCqZFXN,Fear & Delight,https://p.scdn.co/mp3-preview/52d6ee8634a23c97626a9e56b238def3017f799f?cid=02b0e243b26741fa8d571a7f61aa4518,3VvmUsYPzFheK2wJGKcXxp,193800.0,55.0,2014-03-10,0.535,0.705,0.869,10,-5.901,0,0.0519,0.0155,6.2e-06,0.107,101.983
7501,7fBKbK8897K5V5zgr7ymIz,Rebels,https://p.scdn.co/mp3-preview/b2efc95ea6b5f57ce732ddec773ab5605307f045?cid=02b0e243b26741fa8d571a7f61aa4518,5fENlrINIVP0gJOtKxvORt,135899.0,62.0,2019-07-26,0.32,0.927,0.454,10,-11.767,0,0.191,0.539,0.182,0.115,114.016
7502,63vL5oxWrlvaJ0ayNaQnbX,Istanbul (Not Constantinople),https://p.scdn.co/mp3-preview/1d6b99f693fe07dd36c597427e2d533b3704d846?cid=02b0e243b26741fa8d571a7f61aa4518,6zB02lwP6L6ZH32nggQiJT,153813.0,64.0,1990-01-02,0.892,0.688,0.748,5,-9.39,0,0.0377,0.0801,0.00453,0.136,114.144
7503,4c38yr2PflGI2DSIzqsnmF,Baby You're a Haunted House,https://p.scdn.co/mp3-preview/9d4125ec4a2a16dc38ca4e940e46a043a3d7c8da?cid=02b0e243b26741fa8d571a7f61aa4518,4YZ5ECfbM2xSTSQTJGBbO5,166361.0,55.0,2018-10-26,0.723,0.476,0.983,1,-3.282,1,0.0687,0.00182,1.86e-05,0.294,120.022
7504,3CnUGF7phvydXWBJUBDDP6,The Villain I Appear to Be,https://p.scdn.co/mp3-preview/21e2a352bcaf8d3ae6dea4cf3efbdcff940d8d2c?cid=02b0e243b26741fa8d571a7f61aa4518,62yK4L5PltHkFUuG3QuTs8,188000.0,59.0,2017-06-25,0.276,0.489,0.361,1,-9.633,1,0.0404,0.797,0.0,0.308,109.273
7505,2t0nVICxwGvSitSAdhLz68,It's Tough to Be a God,https://p.scdn.co/mp3-preview/d68a70772f4817bfc9ff66520433bc0f9f108021?cid=02b0e243b26741fa8d571a7f61aa4518,1z6xb7fWEynx9m92JVA8ZR,157008.0,59.0,2020-05-21,0.59,0.611,0.615,1,-8.528,1,0.18,0.0777,0.0,0.436,76.105
7506,5BZp6bbnf3BQ2s9YGkQMpV,For the Departed,https://p.scdn.co/mp3-preview/6761957048dfbfbbf5bc9ce974dc51f8e0b06893?cid=02b0e243b26741fa8d571a7f61aa4518,0PftqT3Gvj1IszkeRLHK9G,220480.0,53.0,2011-11-29,0.36,0.591,0.599,6,-7.162,0,0.0329,0.0415,0.0,0.0952,99.911
7507,1i5VGJwl7gFw0hQP4dVDgK,your favorite dress,,2kCcBybjl3SAtIcwdWpUe3,177386.0,50.0,2021-07-02,0.1,0.497,0.629,7,-7.613,1,0.0541,0.0803,0.0,0.111,129.905
7508,4qkchijBTUVzbQt9jbPv9k,Blitzkrieg 2022 - Drammen,https://p.scdn.co/mp3-preview/7b6850c464256e6e366bada3218ad81bb8dcefe0?cid=02b0e243b26741fa8d571a7f61aa4518,2GZeZUYvAiZYRRBRBpOjrG,185625.0,64.0,2021-10-24,0.712,0.809,0.93,1,-5.098,1,0.252,0.0256,0.0,0.724,128.035
7509,1kuw8HFbvgAg3tNqPj00Mb,Lawenda,https://p.scdn.co/mp3-preview/e81ed1861c0438cf44846ef4593f0cf08c825445?cid=02b0e243b26741fa8d571a7f61aa4518,0AEQNlJAZeghMaFyIYfrQG,214253.0,61.0,2022-01-28,0.587,0.638,0.543,9,-8.076,1,0.0515,0.656,0.0,0.118,74.956
7510,12NVUrtVmL9B0gQ59mlOor,Fresh Prince (trill 4ever),https://p.scdn.co/mp3-preview/e79e999c81bee168c11705bd4429ea694e6030aa?cid=02b0e243b26741fa8d571a7f61aa4518,0LX2VNf5w4iOHW1yyIqb74,170720.0,53.0,2019-11-29,0.408,0.581,0.549,6,-8.459,0,0.284,0.139,0.0,0.335,81.396
7511,12NVUrtVmL9B0gQ59mlOor,Fresh Prince (trill 4ever),https://p.scdn.co/mp3-preview/e79e999c81bee168c11705bd4429ea694e6030aa?cid=02b0e243b26741fa8d571a7f61aa4518,0LX2VNf5w4iOHW1yyIqb74,170720.0,53.0,2019-11-29,0.408,0.581,0.549,6,-8.459,0,0.284,0.139,0.0,0.335,81.396
7512,2uqcsDcJl9AASZvS6QovE2,"Chapter 40 - Fetch - Five Nights at Freddys Fazbear Frights, Book 2",https://p.scdn.co/mp3-preview/2279bfe0a3cd074b5ea462b32dceb3d959d2a8ef?cid=02b0e243b26741fa8d571a7f61aa4518,2Xjmx8dJU31ME3nQonVgu4,180010.0,3.0,2020-03-03,0.259,0.639,0.106,5,-16.34,0,0.946,0.684,0.0,0.154,167.278
7513,4Xk5m69QLRff0VrqpLAcIB,Can't Stop - Mike Mix,https://p.scdn.co/mp3-preview/247af118651b439c3d3a26ef377983434135fc12?cid=02b0e243b26741fa8d571a7f61aa4518,4yFAG62vV138somG0HOgFk,187500.0,3.0,2017-02-10,0.523,0.717,0.738,5,-7.754,0,0.031,0.00132,0.736,0.0785,128.029
7514,18wSH9W51fEBd9qrUAb9aW,Ain't No Crying,https://p.scdn.co/mp3-preview/1c237124f8f3a655013521a6fa851b26619ec752?cid=02b0e243b26741fa8d571a7f61aa4518,4T7KICeQg50AwFzauMCR9C,156901.0,59.0,2021-02-26,0.394,0.639,0.482,8,-8.245,0,0.0341,0.439,0.0,0.135,69.451
7515,0TyUOnU4H4GLqOcrH0auc8,Sharks,https://p.scdn.co/mp3-preview/40d40ba62c2ed9f26f5c70fc68e72c6906a38879?cid=02b0e243b26741fa8d571a7f61aa4518,53XhwfbYqKCa1cC15pYq2q,190883.0,80.0,2022-06-24,0.901,0.927,0.642,10,-4.466,0,0.0657,0.00791,3.62e-05,0.279,123.969
7516,2I2AqFb0f9UNnolWc2MafC,Bang!,https://p.scdn.co/mp3-preview/22fb29d8a7226a4b674afe3af000c4c1fb916a79?cid=02b0e243b26741fa8d571a7f61aa4518,6s22t5Y3prQHyaHWUN1R1C,170880.0,64.0,2021-03-26,0.654,0.736,0.526,1,-6.462,0,0.0566,0.0153,0.0,0.0628,139.84
7517,2Cqr74oA90iffydKmgjwhp,REVIVED,https://p.scdn.co/mp3-preview/6fb9e4fd29c7a391f410affd7c1efa2578038176?cid=02b0e243b26741fa8d571a7f61aa4518,4T7KICeQg50AwFzauMCR9C,153777.0,62.0,2021-08-18,0.575,0.651,0.647,1,-7.475,0,0.338,0.525,6.37e-06,0.373,180.191
7518,2Cqr74oA90iffydKmgjwhp,REVIVED,https://p.scdn.co/mp3-preview/6fb9e4fd29c7a391f410affd7c1efa2578038176?cid=02b0e243b26741fa8d571a7f61aa4518,4T7KICeQg50AwFzauMCR9C,153777.0,62.0,2021-08-18,0.575,0.651,0.647,1,-7.475,0,0.338,0.525,6.37e-06,0.373,180.191
7519,2Cqr74oA90iffydKmgjwhp,REVIVED,https://p.scdn.co/mp3-preview/6fb9e4fd29c7a391f410affd7c1efa2578038176?cid=02b0e243b26741fa8d571a7f61aa4518,4T7KICeQg50AwFzauMCR9C,153777.0,62.0,2021-08-18,0.575,0.651,0.647,1,-7.475,0,0.338,0.525,6.37e-06,0.373,180.191
7520,0b8ULXmPUHiAw1kBemj2so,Smoothees,https://p.scdn.co/mp3-preview/ee157b3c7b2f92728e84c04e34e8cf65972cb341?cid=02b0e243b26741fa8d571a7f61aa4518,2VkLV9c2S1XT8JJIEqS1h2,74046.0,6.0,2018-02-28,0.84,0.725,0.286,4,-18.335,1,0.0633,0.217,0.858,0.102,94.403
7521,0b8ULXmPUHiAw1kBemj2so,Smoothees,https://p.scdn.co/mp3-preview/ee157b3c7b2f92728e84c04e34e8cf65972cb341?cid=02b0e243b26741fa8d571a7f61aa4518,2VkLV9c2S1XT8JJIEqS1h2,74046.0,6.0,2018-02-28,0.84,0.725,0.286,4,-18.335,1,0.0633,0.217,0.858,0.102,94.403
7522,0BFIXkhvbTJvwxk3jBp6ll,Wind Down Space,https://p.scdn.co/mp3-preview/6e0cda394fa9f1b57e7ea8236c7fe414b2b346b8?cid=02b0e243b26741fa8d571a7f61aa4518,2kkuz7Cl3wKzyWTIkZLKC8,42790.0,2.0,2021-10-07,0.344,0.603,0.318,1,-9.669,1,0.0401,0.0435,0.0326,0.13,129.126
7523,0BFIXkhvbTJvwxk3jBp6ll,Wind Down Space,https://p.scdn.co/mp3-preview/6e0cda394fa9f1b57e7ea8236c7fe414b2b346b8?cid=02b0e243b26741fa8d571a7f61aa4518,2kkuz7Cl3wKzyWTIkZLKC8,42790.0,2.0,2021-10-07,0.344,0.603,0.318,1,-9.669,1,0.0401,0.0435,0.0326,0.13,129.126
